CD_STAT_SECTOR,CD_YEAR,MS_P75
23044A001,2023,360000.0
23044A01-,2023,359000.0
23044A01-,2023,369500.0
23044A10-,2023,365000.0
23044A10-,2023,365000.0
23045A010,2023,441250.0
23050A011,2023,600000.0
23052A00-,2023,315000.0
23052A011,2023,325000.0
23052A032,2023,287500.0
23060A010,2023,387500.0
23060A010,2023,420000.0
23062A421,2023,810000.0
23062A421,2023,810000.0
23077A09-,2023,501000.0
23077A20-,2023,375000.0
23077A20-,2023,400000.0
23077A30-,2023,382500.0
23077A30-,2023,401500.0
23077A30-,2023,290000.0
23077A31-,2023,385000.0
23077A31-,2023,385000.0
23077E00-,2023,340000.0
23077E00-,2023,340000.0
23086C000,2023,345000.0
23086C000,2023,345000.0
23086C10-,2023,363000.0
23086C10-,2023,415000.0
23088A01-,2023,287500.0
23088A200,2023,400000.0
23088A200,2023,400000.0
23088A211,2023,385000.0
23088A230,2023,219000.0
23088A301,2023,424900.0
23088A301,2023,435000.0
23088A40-,2023,390000.0
23088A40-,2023,390000.0
23088A422,2023,400000.0
23088A69-,2023,391000.0
23088A830,2023,407500.0
23088A830,2023,450000.0
23088A830,2023,276000.0
23088B000,2023,390000.0
23088B000,2023,400000.0
23094C041,2023,699000.0
23094C041,2023,677000.0
23094D222,2023,270000.0
23096B00-,2023,500000.0
23096D012,2023,490000.0
23097A102,2023,435000.0
23099A142,2023,662500.0
23099A211,2023,1150000.0
23100A011,2023,240000.0
23101A02-,2023,478000.0
23101A02-,2023,486000.0
23101A030,2023,595000.0
23101A40-,2023,900000.0
23101A411,2023,1590000.0
23102A11-,2023,295000.0
23103A03-,2023,895000.0
23103A20-,2023,862500.0
23103A20-,2023,840000.0
23105C001,2023,347500.0
23105C001,2023,355000.0
23105C01-,2023,376000.0
23105C01-,2023,385000.0
24001A00-,2023,285000.0
24001A122,2023,357000.0
24001A212,2023,297000.0
24001A231,2023,320000.0
24001A231,2023,353750.0
24001C091,2023,398000.0
24009A010,2023,451250.0
24020A003,2023,290000.0
24020A003,2023,290000.0
24020A02-,2023,285000.0
24020A02-,2023,310000.0
24020E000,2023,353000.0
24038A00-,2023,476500.0
24038A00-,2023,478000.0
24038A00-,2023,346500.0
24038A011,2023,525000.0
24041A000,2023,370000.0
24041A000,2023,375000.0
24048A000,2023,410000.0
24048A012,2023,660000.0
24048A012,2023,660000.0
24048A034,2023,1100000.0
24048A034,2023,1300000.0
24055D312,2023,730000.0
24055D312,2023,722500.0
24062A07-,2023,490000.0
24062A11-,2023,340500.0
24062A13-,2023,375000.0
24062A15-,2023,229000.0
24062A23-,2023,350000.0
24062A32-,2023,324700.0
24062A42-,2023,329000.0
24062A44-,2023,330500.0
24062A51-,2023,360000.0
24062A52-,2023,649000.0
24062A52-,2023,649000.0
24062A52-,2023,285000.0
24062A53-,2023,239000.0
24062A54-,2023,475000.0
24062A54-,2023,475000.0
24062A54-,2023,300000.0
24062B100,2023,486500.0
24062B100,2023,486500.0
24062C00-,2023,447500.0
24062C00-,2023,447500.0
24062C41-,2023,523000.0
24062C41-,2023,523000.0
24062C41-,2023,325000.0
24062C43-,2023,329900.0
24062C50-,2023,490000.0
24062C50-,2023,490000.0
24062C51-,2023,302500.0
24062D00-,2023,307500.0
24062D02-,2023,323000.0
24062D03-,2023,475000.0
24062D03-,2023,475000.0
24062D03-,2023,335000.0
24062D22-,2023,535000.0
24062D22-,2023,315000.0
24062D644,2023,280000.0
24062F40-,2023,420000.0
24062F40-,2023,447500.0
24066A09-,2023,515000.0
24104A042,2023,461000.0
24104A042,2023,461000.0
24107A00-,2023,244000.0
24107A01-,2023,277500.0
24107A01-,2023,277500.0
24107A03-,2023,327500.0
24107A03-,2023,327500.0
24107A05-,2023,249000.0
24107A10-,2023,275000.0
24107A10-,2023,275000.0
24107A333,2023,277500.0
24107A333,2023,285000.0
24107A40-,2023,270000.0
24107A40-,2023,271500.0
24109A21-,2023,455000.0
24109A21-,2023,482500.0
24109B01-,2023,535000.0
24109B09-,2023,430000.0
24109B09-,2023,430000.0
24134A012,2023,420000.0
24134B00-,2023,330000.0
24134B00-,2023,350000.0
24134D001,2023,347000.0
24134E00-,2023,343750.0
24134E00-,2023,355000.0
25005E001,2023,440000.0
25014A01-,2023,301500.0
25014A020,2023,435000.0
